,,,,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Zambia,Q2,d5,2036,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q3,d1,2036,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q3,d2,2036,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q3,d3,2036,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q3,d4,2036,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q3,d5,2036,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q4,d1,2036,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q4,d2,2036,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q4,d3,2036,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q4,d4,2036,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q4,d5,2036,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q1,d1,2038,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q1,d2,2038,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q1,d3,2038,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q1,d4,2038,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q1,d5,2038,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q2,d1,2038,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q2,d2,2038,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q2,d3,2038,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q2,d4,2038,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q2,d5,2038,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q3,d1,2038,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q3,d2,2038,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q3,d3,2038,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q3,d4,2038,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q3,d5,2038,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q4,d1,2038,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q4,d2,2038,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q4,d3,2038,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q4,d4,2038,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q4,d5,2038,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q1,d1,2040,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q1,d2,2040,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q1,d3,2040,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q1,d4,2040,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q1,d5,2040,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q2,d1,2040,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q2,d2,2040,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q2,d3,2040,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q2,d4,2040,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q2,d5,2040,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q3,d1,2040,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q3,d2,2040,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q3,d3,2040,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q3,d4,2040,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q3,d5,2040,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q4,d1,2040,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q4,d2,2040,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q4,d3,2040,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q4,d4,2040,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
Zambia,Q4,d5,2040,65.1,63.6,59.2,54.9,54.9,62.2,77,88.1,92.5,91.8,91.6,90.6,91.4,92.5,91.8,91.3,92.1,96.5,93,91.7,90.4,90.3,86.4,65.2
